,Unnamed: 0,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
0,0.6252250450090018,0.4919999999999999,0.5,1.0,0.1891891891891892,0.30000000000000004,0.3854515990934806,0.3333333333333333,0.0,0.0,0.20861597071892946
1,0.46839367873574717,0.5459999999999999,0.0,1.0,0.3378378378378379,0.1,0.0,0.3333333333333333,1.0,1.0,0.7318828278892601
2,0.17303460692138428,0.5019999999999999,1.0,0.0,0.35135135135135137,0.4,0.0,0.3333333333333333,1.0,0.0,0.2925307384651052
3,0.4741948389677936,0.31199999999999994,0.5,1.0,0.5540540540540542,0.8,0.4749023796873066,0.3333333333333333,1.0,1.0,0.8534575654564295
4,0.4520904180836168,0.42000000000000004,1.0,0.0,0.12162162162162166,0.7000000000000001,0.49819422698674193,0.0,1.0,1.0,0.5732406240183204
5,0.6340268053610723,0.88,1.0,1.0,0.25675675675675674,0.8,0.0,0.3333333333333333,1.0,1.0,0.7470874497268795
6,0.05751150230046009,0.17799999999999994,1.0,0.0,0.1891891891891892,0.30000000000000004,0.5536176461128102,0.0,1.0,0.0,0.3782051561063909
7,0.5202040408081616,0.4939999999999999,0.5,0.0,0.05405405405405406,0.6000000000000001,0.4046607528977204,0.0,1.0,0.0,0.3524049123909781
8,0.6363272654530906,0.656,1.0,0.0,0.2972972972972973,0.4,0.45354757383764865,0.0,1.0,0.0,0.08269278865234941
9,0.04380876175235047,0.22799999999999998,0.5,0.0,0.3243243243243243,0.30000000000000004,0.34149024410668094,0.0,1.0,1.0,0.8205629388774811
10,0.27495499099819964,0.2619999999999999,0.0,0.0,0.527027027027027,0.9,0.0,0.6666666666666667,1.0,1.0,0.8486527486624894
11,0.74874974994999,0.602,0.0,0.0,0.5135135135135136,0.4,0.0,0.0,0.0,0.0,0.4217173676674188
12,0.5272054410882177,0.9999999999999999,0.0,1.0,0.39189189189189194,0.6000000000000001,0.0,0.0,1.0,0.0,0.9370638491455926
13,0.5653130626125226,0.674,0.5,0.0,0.3108108108108108,0.2,0.6138237640629309,0.0,1.0,0.0,0.7920633846184326
14,0.3998799759951991,0.6920000000000001,0.0,1.0,0.013513513513513542,0.1,0.4421257650865338,0.0,1.0,1.0,0.013390789614623566
15,0.6033206641328266,0.5239999999999999,1.0,0.0,0.24324324324324326,0.5,0.477481793504287,0.3333333333333333,1.0,0.0,0.7971081445744602
16,0.058111622324464894,0.47199999999999986,1.0,0.0,0.527027027027027,0.30000000000000004,0.0,0.3333333333333333,0.0,1.0,0.02985651388901188
17,0.9930986197239449,0.1499999999999999,0.5,1.0,0.2972972972972973,0.9,0.6647184918785154,0.3333333333333333,0.0,1.0,0.8632991374303478
18,0.7051410282056412,0.586,1.0,1.0,0.3378378378378379,0.1,0.0,0.3333333333333333,1.0,1.0,0.7288064923936867
19,0.8158631726345269,0.582,0.0,0.0,0.25675675675675674,0.2,0.0,0.3333333333333333,1.0,0.0,0.01926049177241601
20,0.9896979395879176,0.89,0.0,0.0,0.2972972972972973,0.2,0.4061055227642427,0.0,1.0,1.0,0.9153200757231801
21,0.22484496899379874,0.824,0.0,1.0,0.22972972972972977,0.9,0.0,0.3333333333333333,1.0,1.0,0.21505646343891083
22,0.463992798559712,0.674,0.0,0.0,0.35135135135135137,0.9,0.0,0.3333333333333333,0.0,0.0,0.5150679653014971
23,0.9485897179435887,0.9999999999999999,1.0,1.0,0.25675675675675674,0.4,0.3513023953271227,0.0,1.0,0.0,0.5481723170129457
24,0.4946989397879576,0.8059999999999999,0.0,0.0,0.5945945945945947,0.6000000000000001,0.0,0.3333333333333333,1.0,1.0,0.6819510360856804
25,0.9920984196839369,0.656,0.0,0.0,0.4189189189189189,0.30000000000000004,0.8151155714258328,0.0,0.0,1.0,0.00324598671797528
26,0.19623924784956992,0.45599999999999985,0.5,1.0,0.21621621621621623,0.8,0.5878371971663875,0.3333333333333333,1.0,0.0,0.3331522753050608
27,0.8243648729745949,0.9500000000000001,0.0,1.0,0.14864864864864863,0.30000000000000004,0.5933644612440055,0.3333333333333333,0.0,1.0,0.355725993914269
28,0.6590318063612722,0.6920000000000001,1.0,0.0,0.16216216216216217,0.0,0.0,0.3333333333333333,1.0,1.0,0.04459025477551181
29,0.8847769553910783,0.21399999999999997,0.0,1.0,0.2972972972972973,1.0,0.5353577223326014,0.3333333333333333,1.0,0.0,0.7537861465043117
30,0.03200640128025605,0.66,0.0,0.0,0.16216216216216217,0.8,0.563741836376674,0.0,1.0,1.0,0.08099282436865957
31,0.26775355071014206,0.9380000000000001,0.0,0.0,0.27027027027027034,1.0,0.0,0.3333333333333333,1.0,0.0,0.15213392070378792
32,0.4624924984997,0.31999999999999995,0.0,0.0,0.36486486486486486,1.0,0.41379936371775494,0.3333333333333333,0.0,1.0,0.3891749512346541
33,0.4948989797959592,0.43400000000000005,0.0,1.0,0.24324324324324326,0.1,0.0,0.3333333333333333,0.0,0.0,0.042353570257694255
34,0.832866573314663,0.576,1.0,1.0,0.21621621621621623,0.5,0.58461891838236,0.0,1.0,0.0,0.5107536911898484
35,0.33366673334666935,0.45799999999999985,1.0,1.0,0.5135135135135136,0.4,0.39594095754176534,0.0,0.0,0.0,0.022181584642476933
36,0.5589117823564713,0.7299999999999999,0.5,0.0,0.25675675675675674,0.9,0.42044684357700773,0.0,0.0,0.0,0.7154589785995813
37,0.02500500100020004,0.47399999999999987,1.0,0.0,0.21621621621621623,0.1,0.0,0.3333333333333333,1.0,1.0,0.48950511322580614
38,0.39727945589117825,0.7219999999999999,1.0,1.0,0.27027027027027034,0.30000000000000004,0.5130321239193173,0.0,0.0,0.0,0.5738592931472563
39,0.6630326065213042,0.7819999999999999,0.0,0.0,0.24324324324324326,0.30000000000000004,0.0,0.3333333333333333,1.0,1.0,0.44884160134144035
40,0.5547109421884378,0.676,0.0,1.0,0.27027027027027034,0.7000000000000001,0.5900630012767335,0.0,1.0,0.0,0.8774727941426252
41,0.0034006801360272052,0.25,0.0,0.0,0.36486486486486486,0.0,0.5351337668612783,0.0,1.0,0.0,0.13874738362644073
42,0.8362672534506902,0.43400000000000005,0.0,1.0,0.24324324324324326,0.7000000000000001,0.0,0.3333333333333333,0.0,1.0,0.0190414110579077
43,0.15123024604920984,0.17999999999999994,0.0,1.0,0.3243243243243243,0.2,0.0,0.3333333333333333,1.0,0.0,0.24883151532361783
44,0.9317863572714543,0.7819999999999999,0.0,1.0,0.3243243243243243,0.6000000000000001,0.4226278486217253,0.0,1.0,0.0,0.9735644272154981
45,0.003800760152030406,0.46399999999999986,0.5,1.0,0.3108108108108108,0.6000000000000001,0.28039065582364536,0.3333333333333333,0.0,1.0,0.8904511376712916
46,0.4818963792758552,0.5259999999999999,0.0,1.0,0.10810810810810811,0.4,0.4003480855513887,0.0,0.0,1.0,0.7482651524031813
47,0.3464692938587718,0.684,0.5,0.0,0.3378378378378379,0.2,0.27506981021657045,0.3333333333333333,0.0,0.0,0.8231479312131582
48,0.1759351870374075,0.34199999999999997,0.0,1.0,0.27027027027027034,0.5,0.44098055907878775,0.0,0.0,1.0,0.682495310827205
49,0.23034606921384276,0.818,1.0,0.0,0.22972972972972977,0.7000000000000001,0.5896275256619133,0.0,1.0,1.0,0.5337966397651158
50,0.3722744548909782,0.7299999999999999,0.5,1.0,0.3243243243243243,0.2,0.35122216354855473,0.3333333333333333,1.0,1.0,0.10627916146168612
51,0.8284656931386277,0.7219999999999999,0.0,0.0,0.2837837837837838,0.30000000000000004,0.6076681970755538,0.0,1.0,0.0,0.45134879725988514
52,0.49929985997199444,0.40800000000000003,0.0,0.0,0.35135135135135137,0.6000000000000001,0.3684239286157978,0.0,1.0,0.0,0.630095096239171
53,0.8127625525105021,0.602,0.5,1.0,0.22972972972972977,0.8,0.43869489002487033,0.0,1.0,0.0,0.6383252567644484
54,0.3031606321264253,0.2899999999999999,1.0,0.0,0.36486486486486486,0.30000000000000004,0.355359181889348,0.6666666666666667,1.0,0.0,0.6758016670646542
55,0.7938587717543509,0.91,0.0,1.0,0.2837837837837838,0.2,0.0,0.0,0.0,0.0,0.8332984375127419
56,0.3038607721544309,0.9580000000000001,1.0,0.0,0.10810810810810811,0.8,0.404309016461624,0.3333333333333333,1.0,1.0,0.09622956537017811
57,0.9655931186237248,0.46599999999999986,0.0,0.0,0.2972972972972973,0.4,0.22230695339290948,0.3333333333333333,1.0,0.0,0.13423188945684444
58,0.2544508901780356,0.672,0.0,0.0,0.3378378378378379,0.0,0.0,0.0,1.0,1.0,0.850421554020206
59,0.25915183036607325,0.30999999999999994,0.5,1.0,0.2972972972972973,0.6000000000000001,0.19079336155966756,0.3333333333333333,1.0,1.0,0.7753220959285357
60,0.11872374474894978,0.356,0.0,1.0,0.16216216216216217,0.2,0.5112144137884829,0.3333333333333333,1.0,0.0,0.25355673462571443
61,0.7966593318663733,0.654,1.0,0.0,0.21621621621621623,0.4,0.0,0.3333333333333333,1.0,1.0,0.030445465286863406
62,0.6077215443088618,0.62,0.5,0.0,0.25675675675675674,0.2,0.5308932005022438,0.0,0.0,0.0,0.35693201348584636
63,0.010602120424084817,0.87,0.5,0.0,0.24324324324324326,0.2,0.39779836506527416,0.0,0.0,1.0,0.18454235719742182
64,0.1314262852570514,0.5139999999999999,1.0,0.0,0.12162162162162166,0.5,0.40220389880209934,0.0,0.0,0.0,0.03772851071591866
65,0.8187637527505501,0.5059999999999999,1.0,0.0,0.2837837837837838,0.5,0.6472369717920132,0.3333333333333333,1.0,0.0,0.2732259702751647
66,0.2752550510102021,0.2599999999999999,0.0,0.0,0.13513513513513514,0.6000000000000001,0.0,0.3333333333333333,0.0,0.0,0.2403526564124485
67,0.9753950790158031,0.612,0.5,1.0,0.6756756756756757,0.7000000000000001,0.6119819804128441,0.0,1.0,1.0,0.9329797123453708
68,0.623124624924985,0.5619999999999999,0.5,1.0,0.40540540540540543,0.1,0.42406253471279914,0.0,1.0,1.0,0.7533062101502862
69,0.28755751150230047,0.5079999999999999,1.0,0.0,0.22972972972972977,0.7000000000000001,0.5870332452510898,0.0,1.0,1.0,0.28875718697560904
